emp_id,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,department,salary
emp_3422,0.5,0.53,4,263,3,0,0,0,IT,medium
emp_4112,0.13,1,6,225,3,0,0,0,product_mng,medium
emp_7622,0.9,0.54,3,272,2,0,0,0,IT,low
emp_10515,0.25,0.53,4,160,4,0,0,0,technical,medium
emp_2981,0.75,0.58,4,270,3,0,0,0,accounting,low
emp_5002,0.66,0.71,3,136,3,1,0,0,technical,medium
emp_12679,0.43,0.47,2,158,3,0,1,0,product_mng,low
emp_1304,0.45,0.57,2,149,3,0,1,0,marketing,low
emp_4619,0.75,0.75,2,141,4,0,0,0,technical,medium
emp_7709,0.99,0.54,4,239,3,0,0,0,marketing,low
emp_10987,0.89,0.71,4,190,3,0,0,0,RandD,low
emp_347,0.81,1,4,253,5,0,1,0,technical,low
emp_7376,0.55,0.98,3,169,2,0,0,0,support,medium
emp_8531,0.85,0.65,3,195,3,0,0,0,support,medium
emp_9744,0.5,0.48,2,106,2,0,0,0,support,high
emp_475,0.87,1,5,242,5,0,1,0,sales,low
emp_8861,0.86,0.61,4,221,2,0,0,0,marketing,medium
emp_6577,0.86,0.5,4,196,2,0,0,0,sales,low
emp_9938,0.91,0.98,5,135,3,0,0,0,sales,low
emp_12771,0.1,0.83,6,300,4,0,1,0,marketing,medium
emp_13317,0.37,0.49,3,177,3,0,0,0,marketing,high
emp_323,0.61,0.47,2,253,3,0,1,0,sales,low
emp_5246,0.53,0.95,2,101,5,0,0,0,technical,medium
emp_4954,0.92,0.53,3,238,2,0,0,0,product_mng,low
emp_11248,0.4,0.89,2,165,3,0,0,0,IT,medium
emp_7821,0.12,0.84,4,218,6,0,0,0,technical,medium
emp_2755,0.53,0.81,3,253,3,0,0,0,marketing,medium
emp_9513,0.47,0.57,3,97,4,0,0,0,support,low
emp_13632,0.78,0.43,4,275,3,0,0,0,IT,low
emp_3515,0.52,0.82,3,192,3,0,0,0,technical,low
emp_5906,0.91,0.66,4,163,3,0,0,0,sales,low
emp_972,0.72,1,5,264,5,0,1,0,technical,medium
emp_6699,0.42,0.91,2,176,3,0,0,0,technical,low
emp_10195,0.77,0.76,5,149,2,0,0,0,technical,medium
emp_8662,0.49,0.75,4,259,3,1,0,0,technical,low
emp_12096,0.37,0.51,2,155,3,0,1,0,sales,low
emp_6114,0.7,0.98,4,146,3,0,0,0,marketing,low
emp_10863,0.2,0.98,3,180,6,0,0,0,sales,medium
emp_14570,0.31,0.62,6,135,5,0,1,0,support,low
emp_1202,0.1,0.77,5,252,4,0,1,0,technical,medium
emp_2728,0.15,0.56,6,140,5,0,0,0,support,medium
emp_7400,0.7,0.73,3,194,2,0,0,0,RandD,low
emp_7796,0.83,0.64,5,272,2,0,0,0,sales,medium
emp_14740,0.09,0.8,6,301,5,0,1,0,IT,medium
emp_37,0.38,0.46,2,137,3,0,1,0,technical,low
emp_12944,0.28,0.95,5,191,3,0,0,0,support,high
emp_4751,0.15,0.42,4,238,3,0,0,0,sales,medium
emp_6741,0.56,0.7,4,135,2,0,0,0,sales,low
emp_14665,0.37,0.54,2,145,3,0,1,0,RandD,medium
emp_6934,0.87,0.97,4,160,3,0,0,0,IT,low
emp_5184,0.55,0.71,4,181,2,1,0,0,RandD,low
emp_10466,0.76,0.79,3,111,2,0,0,0,sales,low
emp_8970,0.58,0.6,4,222,3,0,0,0,technical,medium
emp_12632,0.34,0.67,4,141,2,0,1,0,sales,low
emp_11662,0.44,0.66,6,134,8,0,0,0,RandD,high
emp_8460,0.83,0.75,3,262,3,0,0,0,IT,medium
emp_3091,0.49,0.61,5,133,3,0,0,0,technical,low
emp_12233,0.11,0.83,6,244,4,0,1,0,accounting,low
emp_1289,0.87,0.81,5,304,5,0,1,0,product_mng,low
emp_3032,0.98,0.8,4,134,2,1,0,0,support,medium
emp_14656,0.39,0.54,2,127,3,0,1,0,IT,low
emp_2978,0.66,0.95,3,133,3,0,0,0,marketing,low
emp_2401,0.97,0.4,4,258,4,1,0,0,technical,medium
emp_14011,0.72,0.71,4,256,3,0,0,1,sales,medium
emp_14509,0.4,0.52,2,147,3,0,1,0,product_mng,medium
emp_13926,0.51,0.75,3,133,3,0,0,0,sales,medium
emp_9925,0.77,0.93,3,227,3,0,0,0,management,high
emp_1747,0.11,0.89,6,272,4,0,1,0,product_mng,medium
emp_4126,0.53,0.96,3,181,3,1,0,0,support,high
emp_7173,0.62,0.95,3,189,4,0,0,0,RandD,low
emp_9923,0.95,0.73,2,187,2,0,0,0,IT,medium
emp_4316,0.59,0.93,4,146,3,0,0,0,technical,medium
emp_8119,0.49,0.7,4,168,3,0,0,0,accounting,medium
emp_11572,0.79,0.56,3,149,10,0,0,0,product_mng,low
emp_5982,0.84,0.59,3,234,3,1,0,0,sales,medium
emp_11488,0.75,0.53,4,224,4,1,0,0,support,medium
emp_11909,0.67,0.39,2,207,7,0,0,0,sales,medium
emp_4550,0.9,0.78,5,215,3,0,0,1,technical,low
emp_2508,0.93,0.97,3,256,2,1,0,0,product_mng,low
emp_3376,0.91,0.85,3,244,3,1,0,0,sales,medium
emp_8311,0.28,0.52,3,127,4,0,0,0,product_mng,high
emp_7093,0.29,0.95,5,117,4,0,0,0,product_mng,low
emp_211,0.43,0.46,2,156,3,0,1,0,technical,low
emp_13162,0.93,0.9,4,256,4,0,0,0,technical,low
emp_1951,0.85,0.85,4,247,6,0,1,0,technical,low
emp_4394,0.94,0.47,5,131,6,0,0,0,technical,medium
emp_652,0.09,0.88,6,269,4,0,1,0,technical,medium
emp_2207,0.16,0.98,5,284,5,0,0,0,IT,medium
emp_4476,0.67,0.52,4,262,2,0,0,0,support,medium
emp_2616,0.72,0.62,3,270,4,0,0,0,sales,low
emp_1397,0.2,0.7,6,281,5,0,1,0,sales,medium
emp_11052,0.51,0.56,4,198,2,1,0,0,technical,medium
emp_5910,0.28,0.83,4,206,5,0,0,0,hr,medium
emp_3943,0.89,0.9,4,153,3,0,0,0,support,low
emp_1671,0.44,0.57,2,141,3,0,1,0,product_mng,medium
emp_2321,0.92,0.68,5,236,2,0,0,0,hr,low
emp_9510,0.77,0.91,5,274,3,0,0,0,technical,low
emp_14343,0.38,0.57,2,140,3,0,1,0,support,low
emp_1953,0.46,0.55,2,145,3,0,1,0,technical,low
emp_7631,0.55,0.89,4,209,3,0,0,0,RandD,low
emp_14562,0.09,0.8,6,304,5,0,1,0,technical,medium
emp_2938,0.91,0.7,4,196,2,0,0,0,technical,low
emp_10858,0.6,0.96,4,220,3,1,0,1,sales,medium
emp_11808,0.65,0.95,2,180,2,0,0,0,product_mng,low
emp_11036,0.48,1,4,261,3,0,0,0,accounting,low
emp_14224,0.84,0.92,4,234,5,0,1,0,sales,low
emp_10147,0.49,0.52,3,168,3,0,0,0,IT,medium
emp_485,0.38,0.52,2,145,3,0,1,0,sales,low
emp_11101,0.96,0.85,4,247,3,0,0,0,sales,high
emp_899,0.11,0.77,7,273,4,0,1,0,management,low
emp_1733,0.84,0.97,5,256,5,0,1,0,support,low
emp_13956,0.48,0.89,4,145,3,0,0,0,sales,low
emp_2614,0.7,0.9,3,225,2,0,0,0,sales,low
emp_6388,0.61,0.62,2,192,2,1,0,0,support,low
emp_8779,0.68,0.58,3,217,2,0,0,0,marketing,high
emp_6077,0.35,0.54,2,124,3,0,0,0,support,low
emp_14551,0.1,0.91,6,246,4,0,1,0,hr,medium
emp_4685,0.65,0.84,4,247,4,0,0,0,accounting,high
emp_2641,0.69,0.56,4,178,3,0,0,0,support,medium
emp_1251,0.88,0.92,4,225,5,0,1,0,accounting,low
emp_12698,0.11,0.8,6,306,4,0,1,0,sales,low
emp_11079,0.69,0.88,3,164,10,0,0,0,management,medium
emp_2436,0.21,0.7,6,130,6,1,0,0,RandD,low
emp_4955,0.8,0.51,5,196,3,0,0,0,IT,low
emp_9788,0.63,0.7,5,177,2,1,0,0,sales,medium
emp_14915,0.4,0.49,2,144,3,0,1,0,support,low
emp_13357,0.56,0.94,3,154,3,1,0,0,support,low
emp_4752,0.14,0.83,5,153,5,1,0,0,sales,medium
emp_8553,0.2,0.54,4,149,3,0,0,0,accounting,low
emp_13958,0.67,0.49,3,247,10,0,0,0,sales,medium
emp_2304,0.58,0.69,4,223,4,0,0,0,sales,low
emp_5533,0.58,0.88,3,157,4,0,0,1,technical,low
emp_11945,0.99,0.68,5,264,10,1,0,0,support,medium
emp_12526,0.41,0.56,2,150,3,0,1,0,product_mng,low
emp_583,0.74,0.87,5,242,5,0,1,0,support,medium
emp_7373,0.44,0.69,2,173,2,0,0,0,technical,medium
emp_9812,0.84,0.62,5,245,4,0,0,0,technical,medium
emp_719,0.91,1,5,244,6,0,1,0,hr,low
emp_12335,0.1,0.81,6,290,4,0,1,0,accounting,medium
emp_11067,0.7,0.54,5,263,3,0,0,0,technical,low
emp_763,0.41,0.47,2,131,3,0,1,0,marketing,medium
emp_3469,1,0.79,5,152,4,0,0,0,hr,medium
emp_1871,0.79,0.93,5,268,5,0,1,0,technical,medium
emp_12575,0.37,0.49,2,151,3,0,1,0,technical,medium
emp_6073,0.68,0.56,3,146,3,0,0,0,technical,low
emp_6809,0.72,0.99,4,156,2,1,0,0,sales,low
emp_6837,0.67,0.81,5,175,6,1,0,0,technical,medium
emp_739,0.11,0.87,6,257,4,0,1,0,support,medium
emp_9755,0.96,0.82,5,185,3,0,0,0,technical,low
emp_12381,0.44,0.45,2,156,3,0,1,0,hr,medium
emp_12535,0.75,0.85,5,240,6,1,1,0,marketing,medium
emp_7509,0.76,0.81,4,193,3,1,0,0,accounting,low
emp_7504,0.98,0.96,4,253,3,0,0,0,sales,low
emp_11504,0.64,0.63,3,156,6,1,0,0,support,low
emp_13613,0.97,0.79,5,259,3,0,0,1,support,medium
emp_14301,0.1,0.79,6,291,4,0,1,0,sales,low
emp_4025,0.35,0.41,3,157,2,0,0,0,support,low
emp_14359,0.11,0.87,6,306,4,0,1,0,IT,low
emp_8304,0.91,0.48,3,224,3,0,0,0,technical,medium
emp_751,0.38,0.49,2,145,3,0,1,0,IT,low
emp_10331,0.88,0.62,4,237,2,0,0,0,sales,medium
emp_12940,0.63,0.9,4,245,3,0,0,0,technical,low
emp_8078,0.67,0.86,3,175,3,0,0,0,IT,low
emp_4555,0.92,0.82,4,168,3,0,0,1,support,low
emp_1840,0.36,0.49,2,147,3,0,1,0,marketing,low
emp_5400,0.84,0.53,5,190,3,0,0,0,technical,medium
emp_13542,0.94,0.61,3,140,2,0,0,0,support,medium
emp_1276,0.1,0.83,6,283,5,0,1,0,support,medium
emp_6651,0.24,0.83,3,208,5,0,0,0,sales,low
emp_10115,0.67,0.64,3,203,2,1,0,0,technical,low
emp_4460,0.69,0.82,4,273,4,0,0,0,hr,medium
emp_14267,0.37,0.46,2,140,3,0,1,0,support,low
emp_9546,0.34,0.49,4,149,3,0,0,0,technical,medium
emp_10557,0.9,0.76,4,252,4,0,0,0,sales,medium
emp_10658,0.81,0.86,4,213,3,0,0,0,support,low
emp_10570,0.84,0.62,4,138,3,0,0,0,technical,low
emp_2265,0.47,0.64,3,192,3,0,0,0,support,low
emp_8295,0.34,0.51,3,105,3,0,0,0,support,medium
emp_1537,0.09,0.84,7,260,4,0,1,0,sales,low
emp_4297,0.84,0.62,5,217,3,0,0,0,sales,low
emp_6780,0.31,0.92,5,197,5,0,0,0,IT,low
emp_6062,0.59,0.92,4,183,2,0,0,0,hr,low
emp_1370,0.11,0.89,6,284,4,0,1,0,RandD,low
emp_741,0.1,0.89,7,291,4,0,1,0,support,medium
emp_6801,0.63,0.61,3,205,2,0,0,0,marketing,medium
emp_3858,0.71,0.68,4,221,4,0,0,0,technical,medium
emp_1189,0.09,0.8,5,279,4,0,1,0,technical,low
emp_13452,0.78,0.89,4,272,2,0,0,0,support,low
emp_9602,0.61,0.79,5,269,2,0,0,0,management,low
emp_1571,0.4,0.48,2,139,3,0,1,0,technical,low
emp_9633,0.87,0.63,5,214,3,0,0,0,sales,low
emp_10108,0.95,0.75,4,203,3,0,0,0,hr,low
emp_2528,0.61,0.63,5,230,3,0,0,0,sales,medium
emp_2128,0.74,0.58,4,148,2,0,0,0,product_mng,medium
emp_10074,0.23,0.87,5,258,4,1,0,0,accounting,high
emp_2765,0.69,0.65,4,232,2,1,0,0,sales,low
emp_9189,0.67,0.55,3,246,3,0,0,0,accounting,medium
emp_11419,0.75,0.99,2,237,5,1,0,0,product_mng,low
emp_12639,0.84,0.83,4,227,5,0,1,0,accounting,low
emp_9393,0.5,0.97,2,252,4,0,0,0,management,medium
emp_6019,0.44,0.66,3,161,3,0,0,0,IT,medium
emp_10036,0.51,0.72,3,242,3,0,0,0,technical,low
emp_1982,0.76,1,4,220,6,0,1,0,RandD,medium
emp_13626,0.89,0.99,2,258,3,0,0,0,sales,medium
emp_4095,0.3,0.8,6,250,3,0,0,0,support,low
emp_10920,0.54,0.44,3,153,2,0,0,0,technical,low
emp_13778,0.57,0.55,4,177,8,0,0,0,sales,low
emp_14318,0.91,1,4,257,5,0,1,0,accounting,medium
emp_2058,0.7,0.52,4,255,3,0,0,0,RandD,medium
emp_4537,0.21,0.37,6,266,3,0,0,1,hr,medium
emp_4686,0.23,0.66,4,212,4,1,0,0,accounting,low
emp_12855,0.91,0.78,3,269,3,1,0,0,technical,high
emp_4005,0.5,0.71,5,210,5,0,0,0,technical,medium
emp_11697,0.73,0.94,3,177,3,0,0,0,technical,low
emp_14743,0.37,0.54,2,131,3,1,1,0,hr,medium
emp_14377,0.11,0.84,7,296,4,0,1,0,sales,low
emp_10324,0.73,0.6,4,166,3,0,0,0,sales,high
emp_9914,0.42,0.58,2,140,3,0,0,0,IT,low
emp_3435,0.62,0.67,2,153,3,0,0,0,marketing,low
emp_9270,0.68,0.74,3,227,2,0,0,0,technical,medium
emp_9826,0.87,0.7,3,224,3,0,0,0,support,low
emp_6303,0.68,0.79,5,139,4,0,0,0,technical,low
emp_1711,0.11,0.97,6,254,4,0,1,0,accounting,high
emp_14252,0.87,0.88,5,269,5,0,1,0,technical,low
emp_6287,0.4,0.67,3,115,3,0,0,0,accounting,medium
emp_13048,0.68,0.49,3,178,3,1,0,0,RandD,low
emp_563,0.4,0.57,2,160,3,0,1,0,accounting,low
emp_10787,0.94,0.88,4,262,2,0,0,0,sales,medium
emp_7908,0.8,0.81,3,199,4,1,0,0,support,medium
emp_641,0.37,0.52,2,128,3,0,1,0,accounting,low
emp_1670,0.67,0.54,3,166,5,0,1,0,IT,medium
emp_3001,0.24,0.52,4,228,5,0,0,0,sales,medium
emp_7308,0.54,0.6,4,139,5,0,0,0,support,low
emp_13482,0.16,0.93,5,210,7,0,0,1,management,medium
emp_14514,0.1,0.77,7,250,5,0,1,0,RandD,medium
emp_2408,0.69,0.63,4,217,3,0,0,0,technical,medium
emp_12567,0.11,0.79,7,310,4,0,1,0,hr,low
emp_8065,0.5,0.88,4,147,3,0,0,0,support,medium
emp_7797,0.57,0.85,4,152,3,0,0,0,sales,medium
emp_13386,0.61,0.97,6,286,4,0,0,0,product_mng,medium
emp_5937,0.57,0.54,4,167,3,0,0,0,technical,medium
emp_14982,0.73,0.93,5,162,4,0,1,0,technical,low
emp_2911,0.59,0.81,6,123,5,0,0,0,sales,medium
emp_4082,0.74,0.5,4,265,3,0,0,0,technical,medium
emp_9949,0.8,0.8,4,229,4,0,0,0,sales,low
emp_12104,0.09,0.94,7,267,4,0,1,0,sales,medium
emp_4744,0.78,0.54,5,257,3,0,0,0,sales,high
emp_14512,0.45,0.55,2,151,3,0,1,0,IT,medium
emp_5124,0.79,0.73,4,226,3,0,0,0,sales,medium
emp_2929,0.82,0.69,4,262,2,0,0,0,sales,low
emp_3167,0.61,0.83,3,112,4,1,0,0,technical,low
emp_4305,0.95,0.75,3,253,4,0,0,0,accounting,low
emp_7761,0.88,0.5,4,162,2,0,0,0,support,medium
emp_181,0.4,0.47,2,146,3,0,1,0,sales,medium
emp_5071,0.74,0.63,3,180,2,0,0,0,hr,low
emp_12465,0.82,0.98,5,234,5,0,1,0,marketing,medium
emp_4554,1,0.76,6,246,3,1,0,1,support,medium
emp_2219,0.76,0.93,3,266,3,1,0,0,marketing,low
emp_12318,0.37,0.46,2,153,3,0,1,0,sales,low
emp_1956,0.09,0.81,6,257,4,0,1,0,support,low
emp_1058,0.4,0.51,2,136,3,0,1,0,product_mng,low
emp_9057,0.74,0.85,2,189,3,0,0,0,support,low
emp_9707,0.51,0.63,3,234,2,0,0,0,sales,high
emp_5557,0.85,0.56,5,203,3,0,0,0,management,high
emp_4437,0.83,0.57,3,137,2,0,0,0,marketing,medium
emp_1400,0.11,0.86,6,299,4,1,1,0,sales,low
emp_12850,0.74,0.87,5,264,3,0,0,0,accounting,high
emp_9643,0.51,0.5,5,242,2,0,0,0,sales,low
emp_10530,0.51,0.98,4,171,2,0,0,0,RandD,low
emp_4991,0.81,0.68,3,151,3,0,0,0,accounting,low
emp_12048,0.57,0.7,3,273,6,0,1,0,support,low
emp_10128,0.89,0.85,3,166,3,0,0,0,support,medium
emp_2235,0.9,0.64,4,209,4,0,0,0,sales,low
emp_5145,0.4,0.85,4,198,2,0,0,0,hr,low
emp_14021,0.93,0.51,4,110,3,0,0,0,product_mng,low
emp_12039,0.11,0.89,6,306,4,0,1,0,technical,low
emp_1211,0.11,0.83,6,268,4,0,1,0,product_mng,low
emp_3670,0.63,0.98,3,160,4,1,0,0,marketing,low
emp_10437,0.99,0.87,5,211,2,0,0,0,support,medium
emp_2239,0.7,0.61,4,163,4,1,0,0,sales,low
emp_13115,0.8,0.62,5,190,4,1,0,0,IT,medium
emp_10742,0.62,0.89,4,261,2,0,0,0,technical,medium
emp_2949,0.83,0.93,4,261,2,0,0,0,support,medium
emp_11767,0.76,0.85,3,192,3,0,0,0,marketing,low
emp_8388,0.15,0.55,3,255,3,1,0,0,product_mng,medium
emp_13880,0.62,0.73,3,144,10,1,0,0,support,high
emp_6217,0.56,0.59,5,209,2,1,0,0,hr,high
emp_12119,0.37,0.57,2,133,3,0,1,0,technical,low
emp_7251,0.77,0.94,4,225,2,0,0,0,RandD,medium
emp_6691,0.92,0.74,3,137,2,0,0,0,support,low
emp_14126,0.74,0.7,4,273,3,0,0,0,sales,medium
emp_5293,1,0.39,2,210,5,0,0,0,sales,low
emp_14141,0.82,0.76,3,219,8,1,0,0,IT,low
emp_1435,0.37,0.52,2,140,3,0,1,0,management,medium
emp_14981,0.76,0.89,5,238,5,0,1,0,technical,high
emp_93,0.42,0.48,2,143,3,0,1,0,sales,low
emp_11385,0.43,0.38,3,119,2,0,0,0,sales,low
emp_11227,0.57,1,4,227,10,0,0,0,technical,low
emp_11127,0.25,0.9,6,229,8,0,0,0,sales,medium
emp_10992,0.73,0.68,3,121,5,0,0,0,RandD,low
emp_3470,0.9,0.79,4,236,3,1,0,0,technical,medium
emp_13316,0.85,0.87,6,232,5,0,0,0,management,high
emp_6445,0.51,0.75,4,175,2,0,0,0,hr,medium
emp_4862,0.52,0.91,5,193,2,0,0,0,support,low
emp_7460,0.93,0.65,4,258,3,0,0,0,support,medium
emp_14197,0.72,0.64,4,192,3,0,0,0,sales,medium
emp_7437,0.82,0.97,3,160,2,0,0,0,hr,medium
emp_10279,0.57,0.58,3,251,2,0,0,0,support,high
emp_6595,0.98,0.98,4,259,2,0,0,0,hr,high
emp_10051,0.49,0.55,4,268,4,0,0,0,support,high
emp_3450,0.99,0.37,5,155,3,0,0,0,sales,low
emp_9356,0.7,0.66,4,168,3,0,0,0,technical,low
emp_1085,0.77,0.83,4,245,5,0,1,0,sales,medium
emp_8749,0.21,0.81,5,169,4,0,0,0,support,medium
emp_2778,0.89,0.95,4,141,3,0,0,0,accounting,low
emp_11434,0.75,0.89,6,250,2,0,0,0,marketing,medium
emp_429,0.37,0.45,2,126,3,0,1,0,support,medium
emp_5014,0.72,0.59,3,255,2,0,0,0,support,high
emp_12454,0.37,0.54,2,145,3,0,1,0,RandD,medium
emp_12406,0.47,0.5,4,254,4,0,1,0,sales,low
emp_13805,0.65,0.85,4,172,3,0,0,0,sales,medium
emp_10847,0.48,0.51,3,136,3,0,0,0,marketing,low
emp_13827,0.87,0.89,4,225,8,0,0,0,marketing,low
emp_2699,0.3,0.47,4,176,2,0,0,0,sales,low
emp_11559,0.72,0.92,3,242,8,0,0,0,sales,medium
emp_10075,0.85,0.76,3,197,5,0,0,0,IT,medium
emp_11300,0.77,0.75,6,246,6,0,0,0,sales,low
emp_409,0.91,0.92,4,246,5,0,1,0,sales,low
emp_7521,0.91,0.74,6,253,2,0,0,0,technical,low
emp_13296,0.93,0.94,4,233,6,0,0,0,IT,medium
emp_1609,0.11,0.87,6,278,5,0,1,0,technical,low
emp_10432,0.88,0.82,4,109,2,0,0,0,support,medium
emp_14917,0.76,0.87,5,262,5,0,1,0,support,low
emp_4456,0.68,1,6,258,5,0,0,0,sales,low
emp_7664,0.88,0.77,4,224,5,1,0,0,hr,low
emp_11432,0.81,0.77,3,221,2,0,0,0,technical,low
emp_12442,0.36,0.78,2,151,4,0,1,0,technical,low
emp_9214,0.74,0.58,4,193,3,0,0,0,support,medium
emp_3942,0.9,0.6,4,252,3,0,0,0,support,low
emp_427,0.74,0.92,4,261,5,0,1,0,technical,medium
emp_950,0.11,0.95,6,285,4,0,1,0,technical,low
emp_10088,0.38,0.51,3,151,2,0,0,0,sales,medium
emp_7320,0.81,0.95,3,204,2,0,0,0,product_mng,low
emp_2866,0.58,0.76,5,260,2,1,0,0,technical,low
emp_9017,0.83,0.9,4,195,3,0,0,0,sales,low
emp_14707,0.82,0.99,4,263,6,0,1,0,technical,medium
emp_4157,0.74,0.67,5,140,3,0,0,0,hr,medium
emp_8061,0.75,0.99,5,189,3,0,0,0,support,low
emp_14198,0.48,0.5,5,142,4,0,0,0,IT,medium
emp_6546,0.57,0.52,3,143,2,0,0,0,technical,low
emp_5909,0.35,0.57,3,109,3,0,0,0,accounting,medium
emp_7104,0.56,0.78,3,200,2,0,0,0,support,medium
emp_7845,0.24,0.65,6,210,5,0,0,0,management,high
emp_1692,0.39,0.56,2,160,3,0,1,0,sales,low
emp_12835,0.95,0.54,4,235,4,0,0,0,sales,medium
emp_12403,0.74,1,5,275,5,0,1,0,sales,low
emp_1422,0.86,0.93,5,241,5,1,1,0,support,low
emp_6245,0.54,0.93,3,124,5,0,0,0,IT,medium
emp_4217,0.25,0.82,3,269,5,0,0,0,sales,low
emp_820,0.45,0.51,2,138,3,0,1,0,technical,low
emp_4615,0.84,0.55,3,135,3,0,0,0,hr,medium
emp_4163,0.64,0.93,5,198,2,0,0,0,technical,high
emp_7439,0.52,0.7,4,219,3,0,0,0,hr,medium
emp_3423,0.88,0.66,4,271,3,1,0,0,IT,medium
emp_14677,0.37,0.54,2,152,3,0,1,0,marketing,medium
emp_14430,0.43,0.53,2,131,3,0,1,0,IT,low
emp_11497,0.31,0.86,3,266,7,0,0,0,sales,low
emp_4258,0.85,0.86,4,250,3,0,0,0,technical,low
emp_9892,0.74,0.44,5,169,3,1,0,0,technical,medium
emp_410,0.82,0.98,4,233,5,0,1,0,sales,low
emp_1286,0.41,0.52,2,127,3,0,1,0,IT,medium
emp_4815,0.94,0.85,4,236,2,0,0,0,marketing,medium
emp_11632,0.49,0.78,4,254,10,0,0,0,management,high
emp_6799,0.39,1,5,204,5,1,0,0,management,medium
emp_4356,0.76,0.99,3,164,2,0,0,0,support,medium
emp_13383,0.65,0.91,4,243,5,1,0,0,IT,medium
emp_1092,0.44,0.46,2,157,3,0,1,0,sales,medium
emp_7999,0.95,0.96,4,161,2,0,0,0,IT,high
emp_74,0.09,0.87,7,295,4,0,1,0,product_mng,low
emp_11601,0.95,0.75,4,151,3,0,0,0,product_mng,medium
emp_3586,0.85,0.62,2,280,4,0,0,0,RandD,low
emp_4239,0.58,0.96,3,202,2,0,0,0,technical,medium
emp_11219,0.95,0.84,3,261,8,1,0,1,hr,medium
emp_6707,0.86,0.86,4,227,2,0,0,0,product_mng,low
emp_5752,0.35,0.81,5,182,5,0,0,0,sales,high
emp_292,0.87,0.84,5,231,5,0,1,0,IT,low
emp_6085,0.57,0.65,5,144,3,1,0,0,support,low
emp_13233,0.56,0.92,4,224,3,0,0,0,sales,medium
emp_8279,0.35,0.52,3,167,2,0,0,0,hr,low
emp_11410,0.87,0.87,5,207,2,0,0,0,sales,high
emp_13824,0.58,0.99,3,207,10,0,0,0,technical,low
emp_2090,0.84,0.58,4,208,3,0,0,0,accounting,medium
emp_7874,0.18,0.73,4,219,5,0,0,0,sales,medium
emp_1802,0.11,0.79,6,264,4,0,1,0,technical,low
emp_13752,0.44,0.41,3,125,7,0,0,0,sales,medium
emp_11822,0.61,0.83,4,245,3,1,0,1,technical,low
emp_1577,0.6,0.85,3,250,2,0,1,0,support,low
emp_1111,0.09,0.82,7,267,4,0,1,0,technical,low
